provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,target,keep_prob
P01311,Provider_1311,City_111,NC,35.7596,-79.0193,General Practice,Dermatology,Primary Care,25,100,38,3.71,0.8,False,False,Out-of-network,215,True,Hospital_11,1.82,East,1,0.9995641
P01312,Provider_1312,City_112,MI,44.3648,-85.5524,Cardiology,ENT,Specialty Care,8,500,33,1.83,0.58,False,False,In-network,129,True,Hospital_12,1.64,South,0,0.0028312707
P01313,Provider_1313,City_113,TX,32.0686,-99.8018,Neurology,ENT,Specialty Care,14,450,36,2.17,0.65,False,True,In-network,136,False,Hospital_13,4.62,East,1,0.9991364
P01314,Provider_1314,City_114,MA,42.5572,-71.2324,ENT,Endocrinology,Specialty Care,38,220,18,1.34,0.43,False,True,Out-of-network,467,False,Hospital_14,2.03,South,1,0.9994137
P01315,Provider_1315,City_115,MI,44.5148,-85.4024,Neurology,ENT,Specialty Care,24,450,43,3.8,0.94,True,True,Out-of-network,183,False,Hospital_15,1.52,West,0,0.0028457039
P01316,Provider_1316,City_116,MA,42.6572,-71.1324,Urology,Cardiology,Specialty Care,37,380,45,1.58,0.94,False,True,Out-of-network,297,False,Hospital_16,2.96,North,1,0.99981457
P01317,Provider_1317,City_117,TX,32.2686,-99.6018,Urology,Endocrinology,Specialty Care,8,380,24,1.24,0.95,True,True,In-network,345,True,Hospital_17,1.19,East,1,0.99952865
P01318,Provider_1318,City_118,GA,32.5156,-82.5501,General Practice,Pediatrics,Primary Care,12,100,13,2.13,0.4,True,False,In-network,487,True,Hospital_18,2.72,West,1,0.99962854
P01319,Provider_1319,City_119,CO,39.9501,-105.3821,General Practice,Orthopedics,Primary Care,16,100,48,1.1,0.58,True,False,Out-of-network,486,False,Hospital_19,2.88,East,1,0.99978167
P01320,Provider_1320,City_120,CA,37.2283,-118.9679,Orthopedics,Cardiology,Surgical,24,400,10,3.91,0.76,False,False,In-network,353,False,Hospital_20,3.47,West,1,0.9998808
P01321,Provider_1321,City_121,CO,39.5501,-105.7821,Gastroenterology,Ophthalmology,Specialty Care,22,420,10,3.49,0.66,False,False,In-network,70,True,Hospital_21,4.96,West,1,0.99988925
P01322,Provider_1322,City_122,MA,42.4572,-71.3324,Orthopedics,Urology,Surgical,12,400,23,4.23,0.15,False,False,Out-of-network,341,False,Hospital_22,3.06,East,1,0.9998517
P01323,Provider_1323,City_123,MI,44.4148,-85.5024,General Practice,Ophthalmology,Primary Care,29,100,35,3.15,1.0,False,False,Out-of-network,282,False,Hospital_23,3.04,North,1,0.9998895
P01324,Provider_1324,City_124,PA,41.3533,-77.0445,Psychiatry,Endocrinology,Specialty Care,28,250,49,1.87,0.7,True,True,Out-of-network,232,True,Hospital_24,3.4,East,1,0.99988866
P01325,Provider_1325,City_125,CA,36.9783,-119.2179,ENT,ENT,Specialty Care,28,220,17,2.42,0.54,True,True,Out-of-network,289,False,Hospital_25,4.29,North,1,0.9998802
P01326,Provider_1326,City_126,CA,37.0283,-119.1679,ENT,Gastroenterology,Specialty Care,23,220,9,4.07,0.52,True,False,In-network,313,False,Hospital_26,2.99,West,1,0.9998808
P01327,Provider_1327,City_127,CA,37.0783,-119.1179,Pediatrics,Urology,Primary Care,31,150,49,2.73,0.91,False,False,In-network,135,False,Hospital_27,1.98,West,1,0.99956197
P01328,Provider_1328,City_128,IL,40.9831,-89.0485,Cardiology,Urology,Specialty Care,33,500,10,4.03,0.77,False,True,In-network,364,True,Hospital_28,3.0,West,1,0.9990753
P01329,Provider_1329,City_129,NV,39.2026,-116.0194,General Practice,Endocrinology,Primary Care,40,100,53,2.51,0.33,True,False,In-network,196,True,Hospital_29,2.11,North,1,0.99945515
P01330,Provider_1330,City_130,FL,28.4444,-81.3103,Gastroenterology,Endocrinology,Specialty Care,15,420,47,3.75,0.81,False,False,Out-of-network,219,True,Hospital_30,1.09,North,1,0.9995641
P01331,Provider_1331,City_131,CO,39.5501,-105.7821,Cardiology,Pediatrics,Specialty Care,14,500,5,2.12,0.51,False,False,In-network,483,True,Hospital_31,3.37,South,1,0.9990707
P01332,Provider_1332,City_132,MI,44.3648,-85.5524,Pediatrics,ENT,Primary Care,15,150,6,1.04,0.48,False,False,In-network,58,True,Hospital_32,1.88,West,1,0.99956197
P01333,Provider_1333,City_133,NV,38.9026,-116.3194,ENT,ENT,Specialty Care,18,220,40,4.87,0.6,False,True,Out-of-network,214,False,Hospital_33,1.92,South,1,0.9995641
P01334,Provider_1334,City_134,TX,32.1186,-99.7518,Neurology,Cardiology,Specialty Care,22,450,34,4.22,0.08,True,False,In-network,332,True,Hospital_34,4.04,East,1,0.9988501
P01335,Provider_1335,City_135,PA,41.4033,-76.9945,Orthopedics,Orthopedics,Surgical,22,400,55,1.15,0.71,True,False,In-network,356,False,Hospital_35,4.96,East,1,0.9998802
P01336,Provider_1336,City_136,NV,39.0526,-116.1694,Neurology,Endocrinology,Specialty Care,32,450,38,3.03,0.55,False,True,In-network,268,False,Hospital_36,4.78,West,1,0.99915946
P01337,Provider_1337,City_137,IL,40.9331,-89.0985,Urology,Orthopedics,Specialty Care,11,380,22,4.01,0.3,True,True,In-network,80,False,Hospital_37,4.57,North,1,0.9998622
P01338,Provider_1338,City_138,CA,37.1283,-119.0679,Urology,Cardiology,Specialty Care,39,380,32,2.97,0.69,True,False,In-network,186,True,Hospital_38,2.71,South,1,0.9997224
P01339,Provider_1339,City_139,CO,39.9501,-105.3821,Dermatology,Dermatology,Specialty Care,11,200,30,1.49,0.68,False,False,Out-of-network,219,False,Hospital_39,2.69,East,1,0.9997224
P01340,Provider_1340,City_140,IL,41.0831,-88.9485,Urology,Gastroenterology,Specialty Care,4,380,29,1.82,0.65,True,True,In-network,161,False,Hospital_40,4.75,East,1,0.99988866
P01341,Provider_1341,City_141,OH,40.4173,-82.9071,Neurology,ENT,Specialty Care,10,450,46,3.87,0.64,False,True,In-network,178,False,Hospital_41,1.08,East,0,0.0028457039
P01342,Provider_1342,City_142,NY,43.3494,-74.1679,General Practice,Gastroenterology,Primary Care,10,100,8,2.44,0.35,True,False,In-network,266,False,Hospital_42,3.85,South,1,0.9998615
P01343,Provider_1343,City_143,MA,42.5072,-71.2824,ENT,Neurology,Specialty Care,14,220,6,2.2,0.51,True,True,Out-of-network,498,False,Hospital_43,1.65,West,1,0.99952865
P01344,Provider_1344,City_144,NY,43.4494,-74.0679,General Practice,Ophthalmology,Primary Care,22,100,27,3.61,0.48,False,True,In-network,71,False,Hospital_44,4.15,North,1,0.99988925
P01345,Provider_1345,City_145,MA,42.6072,-71.1824,Dermatology,General Practice,Specialty Care,7,200,47,1.11,0.63,False,False,Out-of-network,388,False,Hospital_45,2.14,North,1,0.99952865
P01346,Provider_1346,City_146,CO,39.8001,-105.5321,Endocrinology,Psychiatry,Specialty Care,35,400,18,4.29,0.16,True,True,In-network,149,False,Hospital_46,2.85,South,1,0.9997155
P01347,Provider_1347,City_147,PA,41.5033,-76.8945,Endocrinology,Psychiatry,Specialty Care,27,400,30,2.37,0.12,True,True,In-network,245,False,Hospital_47,4.56,South,1,0.9998615
P01348,Provider_1348,City_148,PA,41.5533,-76.8445,Urology,Psychiatry,Specialty Care,25,380,50,1.42,0.52,True,False,Out-of-network,201,True,Hospital_48,2.73,South,1,0.9997224
P01349,Provider_1349,City_149,NY,43.6994,-73.8179,Dermatology,Urology,Specialty Care,1,200,39,4.67,0.72,False,True,In-network,454,False,Hospital_49,2.47,South,1,0.99953103
P01350,Provider_1350,City_150,NV,39.2526,-115.9694,Orthopedics,Neurology,Surgical,26,400,29,1.51,0.2,True,True,Out-of-network,255,True,Hospital_50,1.08,West,1,0.99945515
P01351,Provider_1351,City_151,NV,38.8026,-116.4194,Gastroenterology,Gastroenterology,Specialty Care,34,420,34,4.41,0.6,False,True,Out-of-network,251,True,Hospital_51,1.61,North,1,0.9995641
P01352,Provider_1352,City_152,NC,35.8096,-78.9693,General Practice,Orthopedics,Primary Care,38,100,8,4.38,0.6,False,False,In-network,72,True,Hospital_52,2.52,North,1,0.9995641
P01353,Provider_1353,City_153,AZ,34.1489,-110.9937,Cardiology,Cardiology,Specialty Care,24,500,54,4.29,0.6,False,False,In-network,86,True,Hospital_53,1.39,South,0,0.0028457039
P01354,Provider_1354,City_154,NC,35.9096,-78.8693,Orthopedics,General Practice,Surgical,29,400,57,3.22,0.26,True,False,Out-of-network,249,False,Hospital_54,2.6,West,1,0.99963105
P01355,Provider_1355,City_155,IL,40.8331,-89.1985,Orthopedics,General Practice,Surgical,2,400,44,2.75,0.74,False,False,Out-of-network,262,False,Hospital_55,1.79,South,1,0.99956197
P01356,Provider_1356,City_156,GA,32.4156,-82.6501,Pediatrics,Neurology,Primary Care,5,150,20,3.72,0.93,False,False,In-network,258,False,Hospital_56,1.32,North,1,0.9995641
P01357,Provider_1357,City_157,GA,32.4656,-82.6001,Neurology,Neurology,Specialty Care,31,450,54,4.03,0.09,True,True,Out-of-network,108,False,Hospital_57,1.97,East,0,0.002289136
P01358,Provider_1358,City_158,WA,48.1011,-120.3901,Gastroenterology,Orthopedics,Specialty Care,25,420,44,1.33,0.76,False,True,In-network,315,False,Hospital_58,2.21,South,1,0.99952865
P01359,Provider_1359,City_159,CA,37.1783,-119.0179,Cardiology,ENT,Specialty Care,26,500,15,3.42,0.39,True,True,Out-of-network,195,True,Hospital_59,4.81,South,1,0.99893135
P01360,Provider_1360,City_160,NV,39.2526,-115.9694,Psychiatry,Gastroenterology,Specialty Care,2,250,21,3.47,0.35,False,False,In-network,139,True,Hospital_60,4.95,West,1,0.9998622
P01361,Provider_1361,City_161,IL,40.6331,-89.3985,Ophthalmology,Orthopedics,Specialty Care,37,180,59,4.87,0.76,False,True,In-network,87,False,Hospital_61,4.11,East,1,0.99988925
P01362,Provider_1362,City_162,TX,32.0186,-99.8518,Endocrinology,Orthopedics,Specialty Care,8,400,43,5.0,0.29,True,True,Out-of-network,89,False,Hospital_62,4.53,East,1,0.9998622
P01363,Provider_1363,City_163,NC,35.8596,-78.9193,Endocrinology,Endocrinology,Specialty Care,9,400,36,4.42,0.96,True,False,Out-of-network,59,True,Hospital_63,2.97,North,1,0.99982846
P01364,Provider_1364,City_164,CO,39.7001,-105.6321,Gastroenterology,Dermatology,Specialty Care,29,420,51,3.44,0.31,True,False,Out-of-network,431,True,Hospital_64,2.95,South,1,0.99977046
P01365,Provider_1365,City_165,MI,44.5148,-85.4024,Urology,General Practice,Specialty Care,26,380,27,2.69,0.47,True,True,In-network,374,False,Hospital_65,4.57,South,1,0.999851
P01366,Provider_1366,City_166,IL,40.8831,-89.1485,Ophthalmology,ENT,Specialty Care,4,180,26,1.89,0.65,False,True,Out-of-network,367,False,Hospital_66,2.63,West,1,0.9996792
P01367,Provider_1367,City_167,FL,28.2944,-81.4603,Urology,Endocrinology,Specialty Care,31,380,25,3.63,0.6,True,True,Out-of-network,258,True,Hospital_67,5.0,South,1,0.99988925
P01368,Provider_1368,City_168,TX,32.3186,-99.5518,Cardiology,ENT,Specialty Care,32,500,5,3.85,0.09,False,True,Out-of-network,53,True,Hospital_68,1.26,North,0,0.002289136
P01369,Provider_1369,City_169,MA,42.8072,-70.9824,Cardiology,Dermatology,Specialty Care,6,500,52,3.59,0.78,False,True,In-network,167,False,Hospital_69,4.55,South,1,0.9991406
P01370,Provider_1370,City_170,TX,32.4186,-99.4518,Cardiology,Dermatology,Specialty Care,37,500,32,2.05,0.92,False,False,In-network,297,False,Hospital_70,2.62,East,0,0.0038621638
P01371,Provider_1371,City_171,GA,32.1656,-82.9001,Psychiatry,General Practice,Specialty Care,12,250,39,2.27,0.67,False,True,Out-of-network,238,True,Hospital_71,3.19,East,1,0.99988866
P01372,Provider_1372,City_172,NY,43.3494,-74.1679,Neurology,Urology,Specialty Care,34,450,57,4.02,0.76,True,True,Out-of-network,91,False,Hospital_72,3.57,West,1,0.9991406
P01373,Provider_1373,City_173,FL,28.0944,-81.6603,ENT,Psychiatry,Specialty Care,12,220,34,3.35,0.89,True,True,Out-of-network,467,False,Hospital_73,2.58,South,1,0.99968076
P01374,Provider_1374,City_174,NC,35.9096,-78.8693,Urology,Orthopedics,Specialty Care,18,380,8,4.46,0.14,False,False,Out-of-network,381,True,Hospital_74,1.0,South,1,0.9994167
P01375,Provider_1375,City_175,NY,43.4994,-74.0179,Psychiatry,Cardiology,Specialty Care,35,250,28,4.81,0.03,True,True,In-network,477,False,Hospital_75,4.37,North,1,0.9998517
P01376,Provider_1376,City_176,NC,36.0096,-78.7693,Psychiatry,Psychiatry,Specialty Care,6,250,40,1.56,0.55,False,False,In-network,202,True,Hospital_76,3.16,North,1,0.99988866
P01377,Provider_1377,City_177,NC,36.0596,-78.7193,Ophthalmology,Pediatrics,Specialty Care,25,180,28,4.74,0.41,True,True,In-network,214,True,Hospital_77,3.4,North,1,0.9998622
P01378,Provider_1378,City_178,WA,48.1011,-120.3901,Psychiatry,Cardiology,Specialty Care,31,250,42,1.89,0.92,True,True,In-network,362,False,Hospital_78,2.66,South,1,0.9996792
P01379,Provider_1379,City_179,FL,28.3944,-81.3603,Dermatology,Psychiatry,Specialty Care,40,200,35,1.27,0.13,False,False,In-network,388,False,Hospital_79,2.15,South,1,0.9994137
P01380,Provider_1380,City_180,FL,28.4444,-81.3103,Cardiology,Cardiology,Specialty Care,5,500,25,3.26,0.18,True,False,Out-of-network,70,False,Hospital_80,3.51,West,1,0.99893135
P01381,Provider_1381,City_181,GA,32.1656,-82.9001,Urology,Endocrinology,Specialty Care,8,380,50,4.13,0.48,False,False,Out-of-network,457,True,Hospital_81,3.89,West,1,0.9998808
P01382,Provider_1382,City_182,CA,36.8283,-119.3679,Psychiatry,Pediatrics,Specialty Care,28,250,21,3.03,0.63,False,True,In-network,237,False,Hospital_82,1.99,East,1,0.99957377
P01383,Provider_1383,City_183,MI,44.4148,-85.5024,Ophthalmology,Cardiology,Specialty Care,38,180,35,4.18,0.91,True,True,In-network,238,False,Hospital_83,2.46,South,1,0.9995641
P01384,Provider_1384,City_184,FL,28.1444,-81.6103,Orthopedics,Ophthalmology,Surgical,30,400,26,1.79,0.81,False,True,Out-of-network,287,False,Hospital_84,1.58,North,1,0.99952865
P01385,Provider_1385,City_185,IL,40.8331,-89.1985,Urology,Neurology,Specialty Care,37,380,6,4.24,0.84,False,True,In-network,239,True,Hospital_85,3.09,West,1,0.99988925
P01386,Provider_1386,City_186,NV,39.0526,-116.1694,Psychiatry,Neurology,Specialty Care,7,250,10,1.05,0.28,True,True,Out-of-network,98,True,Hospital_86,2.26,West,1,0.99945515
P01387,Provider_1387,City_187,FL,28.2944,-81.4603,Orthopedics,General Practice,Surgical,37,400,5,4.36,0.99,False,False,In-network,85,False,Hospital_87,2.21,West,1,0.9995641
P01388,Provider_1388,City_188,NY,43.6494,-73.8679,Endocrinology,Gastroenterology,Specialty Care,22,400,5,3.96,0.12,False,False,Out-of-network,115,False,Hospital_88,4.44,North,1,0.9998622
P01389,Provider_1389,City_189,NV,39.2026,-116.0194,Neurology,Ophthalmology,Specialty Care,38,450,31,4.8,0.92,True,True,Out-of-network,426,False,Hospital_89,1.58,South,0,0.002644954
P01390,Provider_1390,City_190,CA,37.2283,-118.9679,Orthopedics,Urology,Surgical,8,400,60,3.73,0.48,True,False,In-network,445,False,Hospital_90,4.34,North,1,0.9998808
P01391,Provider_1391,City_191,NV,38.8026,-116.4194,Urology,Ophthalmology,Specialty Care,3,380,31,2.2,0.61,False,True,Out-of-network,196,True,Hospital_91,4.09,North,1,0.99988866
P01392,Provider_1392,City_192,OH,40.4673,-82.8571,Gastroenterology,General Practice,Specialty Care,35,420,14,3.75,0.16,True,True,Out-of-network,264,True,Hospital_92,2.86,West,1,0.9997489
P01393,Provider_1393,City_193,OH,40.5173,-82.8071,Ophthalmology,Ophthalmology,Specialty Care,34,180,16,1.17,0.08,False,False,In-network,486,True,Hospital_93,3.2,South,1,0.999851
P01394,Provider_1394,City_194,WA,47.9011,-120.5901,Gastroenterology,Neurology,Specialty Care,19,420,33,1.73,0.97,True,False,In-network,195,False,Hospital_94,1.07,North,1,0.99956197
P01395,Provider_1395,City_195,NV,39.0026,-116.2194,Cardiology,Orthopedics,Specialty Care,38,500,58,2.38,0.26,True,False,Out-of-network,497,True,Hospital_95,2.28,North,0,0.0021167668
P01396,Provider_1396,City_196,TX,32.2186,-99.6518,Dermatology,Cardiology,Specialty Care,28,200,58,1.77,0.73,True,True,Out-of-network,500,False,Hospital_96,1.44,West,1,0.99952865
P01397,Provider_1397,City_197,OH,40.7173,-82.6071,Dermatology,Pediatrics,Specialty Care,31,200,56,2.26,0.86,True,True,Out-of-network,415,True,Hospital_97,1.61,North,1,0.99952865
P01398,Provider_1398,City_198,OH,40.7673,-82.5571,Gastroenterology,Ophthalmology,Specialty Care,37,420,9,1.89,0.6,False,True,Out-of-network,147,False,Hospital_98,1.07,North,1,0.99956197
P01399,Provider_1399,City_199,NV,39.2026,-116.0194,Urology,Orthopedics,Specialty Care,18,380,8,3.25,0.36,True,True,In-network,381,True,Hospital_99,1.45,South,1,0.9994167
P01400,Provider_1400,City_200,NC,36.2096,-78.5693,General Practice,Dermatology,Primary Care,32,100,52,3.81,0.42,True,True,In-network,195,True,Hospital_100,3.61,East,1,0.9998622
P01401,Provider_1401,City_1,TX,31.9686,-99.9018,Urology,Ophthalmology,Specialty Care,19,380,60,5.0,0.82,False,True,Out-of-network,268,False,Hospital_1,4.03,West,1,0.99988925
P01402,Provider_1402,City_2,AZ,34.0989,-111.0437,Ophthalmology,Gastroenterology,Specialty Care,32,180,57,4.91,0.24,True,True,In-network,96,False,Hospital_2,2.67,North,1,0.99963105
P01403,Provider_1403,City_3,FL,28.0944,-81.6603,Pediatrics,Gastroenterology,Primary Care,2,150,47,2.48,0.44,True,False,In-network,300,False,Hospital_3,2.72,West,1,0.99962854
P01404,Provider_1404,City_4,MA,42.5572,-71.2324,Neurology,Psychiatry,Specialty Care,26,450,58,1.72,0.34,False,False,Out-of-network,463,False,Hospital_4,4.52,South,1,0.99884427
P01405,Provider_1405,City_5,CA,36.9783,-119.2179,Psychiatry,Endocrinology,Specialty Care,19,250,29,1.78,0.93,True,False,Out-of-network,359,True,Hospital_5,4.39,East,1,0.9998802
P01406,Provider_1406,City_6,OH,40.6673,-82.6571,Endocrinology,Dermatology,Specialty Care,30,400,53,3.51,0.42,True,False,Out-of-network,318,True,Hospital_6,3.81,South,1,0.9998517
P01407,Provider_1407,City_7,NY,43.5994,-73.9179,Psychiatry,Pediatrics,Specialty Care,31,250,40,3.51,0.39,False,True,Out-of-network,205,False,Hospital_7,1.38,North,1,0.999458
P01408,Provider_1408,City_8,MI,44.6648,-85.2524,Gastroenterology,Psychiatry,Specialty Care,18,420,6,1.66,0.38,True,True,Out-of-network,104,False,Hospital_8,4.33,East,1,0.9998615
P01409,Provider_1409,City_9,GA,32.5656,-82.5001,Pediatrics,Endocrinology,Primary Care,19,150,22,4.52,0.63,True,False,In-network,338,True,Hospital_9,4.8,North,1,0.9998808
P01410,Provider_1410,City_10,MI,44.7648,-85.1524,Dermatology,Urology,Specialty Care,18,200,58,1.96,0.79,False,True,In-network,187,True,Hospital_10,1.97,East,1,0.99956197
P01411,Provider_1411,City_11,TX,31.9686,-99.9018,Endocrinology,Cardiology,Specialty Care,8,400,23,3.11,0.77,False,False,Out-of-network,445,False,Hospital_11,3.76,East,1,0.9998808
P01412,Provider_1412,City_12,MI,44.3648,-85.5524,Psychiatry,Ophthalmology,Specialty Care,30,250,56,4.0,0.44,False,False,Out-of-network,85,True,Hospital_12,3.47,South,1,0.9998622
P01413,Provider_1413,City_13,WA,47.8511,-120.6401,Cardiology,Dermatology,Specialty Care,26,500,42,1.78,0.91,True,False,Out-of-network,181,False,Hospital_13,2.0,East,0,0.0028312707
P01414,Provider_1414,City_14,WA,47.9011,-120.5901,Orthopedics,Cardiology,Surgical,5,400,18,3.32,0.66,False,False,In-network,170,True,Hospital_14,2.85,South,1,0.9997713
P01415,Provider_1415,City_15,CA,36.9783,-119.2179,Cardiology,General Practice,Specialty Care,11,500,35,2.41,0.62,False,True,In-network,172,True,Hospital_15,1.79,South,0,0.0028312707
P01416,Provider_1416,City_16,CA,37.0283,-119.1679,Ophthalmology,Pediatrics,Specialty Care,6,180,50,1.64,0.25,False,False,In-network,498,False,Hospital_16,1.6,East,1,0.9994137
P01417,Provider_1417,City_17,TX,32.2686,-99.6018,General Practice,Urology,Primary Care,29,100,15,4.77,0.66,False,True,Out-of-network,470,False,Hospital_17,1.8,West,1,0.99953103
P01418,Provider_1418,City_18,IL,40.9831,-89.0485,Gastroenterology,ENT,Specialty Care,37,420,22,3.04,0.18,True,True,In-network,266,False,Hospital_18,2.5,South,1,0.9994698
P01419,Provider_1419,City_19,PA,41.6033,-76.7945,Psychiatry,General Practice,Specialty Care,19,250,24,2.17,0.55,False,False,Out-of-network,334,False,Hospital_19,4.38,North,1,0.9998802
P01420,Provider_1420,City_20,OH,40.8673,-82.4571,Dermatology,Urology,Specialty Care,12,200,8,2.06,0.97,False,False,In-network,83,False,Hospital_20,3.35,West,1,0.99988866
P01421,Provider_1421,City_21,CO,39.5501,-105.7821,Neurology,General Practice,Specialty Care,4,450,49,4.39,0.33,False,False,Out-of-network,463,True,Hospital_21,1.68,South,0,0.0021275654
P01422,Provider_1422,City_22,MA,42.4572,-71.3324,Neurology,Psychiatry,Specialty Care,21,450,44,4.25,0.51,True,False,In-network,219,True,Hospital_22,3.93,North,1,0.9991406
P01423,Provider_1423,City_23,NC,35.8596,-78.9193,Cardiology,Pediatrics,Specialty Care,25,500,29,3.89,0.15,True,False,In-network,246,False,Hospital_23,4.55,West,1,0.99893135
P01424,Provider_1424,City_24,TX,32.1186,-99.7518,ENT,Ophthalmology,Specialty Care,14,220,38,1.96,0.03,True,True,Out-of-network,125,True,Hospital_24,2.41,East,1,0.99945515
